"sf__Id","sf__Created","Id","IsActive","Available_for_Housing__c","Available_for_Program_Engagement__c","Available_for_Case_Management__c","Available_for_Clinical__c","Available_for_Peer__c"
"0jiVY000000022pYAA","false","0jiVY000000022pYAA","false","false","false","false","false","false"
"0jiVY00000001NRYAY","false","0jiVY00000001NRYAY","false","false","false","false","false","false"
"0jiVY00000001sYYAQ","false","0jiVY00000001sYYAQ","false","false","false","false","false","false"
"0jiVY00000001ocYAA","false","0jiVY00000001ocYAA","false","false","false","false","false","false"
"0jiVY00000002JgYAI","false","0jiVY00000002JgYAI","false","false","false","false","false","false"
"0jiVY00000002NcYAI","false","0jiVY00000002NcYAI","false","false","false","false","false","false"
"0jiVY000000022rYAA","false","0jiVY000000022rYAA","false","false","false","false","false","false"
"0jiVY00000001NTYAY","false","0jiVY00000001NTYAY","false","false","false","false","false","false"
"0jiVY00000001sZYAQ","false","0jiVY00000001sZYAQ","false","false","false","false","false","false"
"0jiVY00000001odYAA","false","0jiVY00000001odYAA","false","false","false","false","false","false"
"0jiVY00000002JhYAI","false","0jiVY00000002JhYAI","false","false","false","false","false","false"
"0jiVY00000002NdYAI","false","0jiVY00000002NdYAI","false","false","false","false","false","false"
"0jiVY000000022sYAA","false","0jiVY000000022sYAA","false","false","false","false","false","false"
"0jiVY00000001TtYAI","false","0jiVY00000001TtYAI","false","false","false","false","false","false"
"0jiVY00000002NfYAI","false","0jiVY00000002NfYAI","false","false","false","false","false","false"
"0jiVY00000001scYAA","false","0jiVY00000001scYAA","false","false","false","false","false","false"
"0jiVY00000001ogYAA","false","0jiVY00000001ogYAA","false","false","false","false","false","false"
"0jiVY00000002JkYAI","false","0jiVY00000002JkYAI","false","false","false","false","false","false"
"0jiVY00000002k5YAA","false","0jiVY00000002k5YAA","false","false","false","false","false","false"
"0jiVY00000002NgYAI","false","0jiVY00000002NgYAI","false","false","false","false","false","false"
"0jiVY000000022vYAA","false","0jiVY000000022vYAA","false","false","false","false","false","false"
"0jiVY00000001TwYAI","false","0jiVY00000001TwYAI","false","false","false","false","false","false"
"0jiVY00000001seYAA","false","0jiVY00000001seYAA","false","false","false","false","false","false"
"0jiVY00000001oiYAA","false","0jiVY00000001oiYAA","false","false","false","false","false","false"
"0jiVY00000002JmYAI","false","0jiVY00000002JmYAI","false","false","false","false","false","false"
"0jiVY00000002NiYAI","false","0jiVY00000002NiYAI","false","false","false","false","false","false"
"0jiVY000000022xYAA","false","0jiVY000000022xYAA","false","false","false","false","false","false"
"0jiVY00000001TyYAI","false","0jiVY00000001TyYAI","false","false","false","false","false","false"
"0jiVY00000001sfYAA","false","0jiVY00000001sfYAA","false","false","false","false","false","false"
"0jiVY00000001ojYAA","false","0jiVY00000001ojYAA","false","false","false","false","false","false"
"0jiVY00000002JnYAI","false","0jiVY00000002JnYAI","false","false","false","false","false","false"
"0jiVY00000002NjYAI","false","0jiVY00000002NjYAI","false","false","false","false","false","false"
"0jiVY000000022yYAA","false","0jiVY000000022yYAA","false","false","false","false","false","false"
"0jiVY00000001TzYAI","false","0jiVY00000001TzYAI","false","false","false","false","false","false"
"0jiVY000000022zYAA","false","0jiVY000000022zYAA","false","false","false","false","false","false"
"0jiVY00000003IrYAI","false","0jiVY00000003IrYAI","false","false","false","false","false","false"
"0jiVY00000001onYAA","false","0jiVY00000001onYAA","false","false","false","false","false","false"
"0jiVY00000002JrYAI","false","0jiVY00000002JrYAI","false","false","false","false","false","false"
"0jiVY00000002NnYAI","false","0jiVY00000002NnYAI","false","false","false","false","false","false"
"0jiVY0000000232YAA","false","0jiVY0000000232YAA","false","false","false","false","false","false"
"0jiVY00000001U3YAI","false","0jiVY00000001U3YAI","false","false","false","false","false","false"
"0jiVY00000001skYAA","false","0jiVY00000001skYAA","false","false","false","false","false","false"
"0jiVY00000002JsYAI","false","0jiVY00000002JsYAI","false","false","false","false","false","false"
"0jiVY00000002NoYAI","false","0jiVY00000002NoYAI","false","false","false","false","false","false"
"0jiVY0000000233YAA","false","0jiVY0000000233YAA","false","false","false","false","false","false"
"0jiVY00000001U4YAI","false","0jiVY00000001U4YAI","false","false","false","false","false","false"
"0jiVY00000001osYAA","false","0jiVY00000001osYAA","false","false","false","false","false","false"
"0jiVY00000002JwYAI","false","0jiVY00000002JwYAI","false","false","false","false","false","false"
"0jiVY00000002NsYAI","false","0jiVY00000002NsYAI","false","false","false","false","false","false"
"0jiVY0000000237YAA","false","0jiVY0000000237YAA","false","false","false","false","false","false"
"0jiVY00000001U8YAI","false","0jiVY00000001U8YAI","false","false","false","false","false","false"
"0jiVY00000001sqYAA","false","0jiVY00000001sqYAA","false","false","false","false","false","false"
"0jiVY00000001ouYAA","false","0jiVY00000001ouYAA","false","false","false","false","false","false"
"0jiVY00000002JyYAI","false","0jiVY00000002JyYAI","false","false","false","false","false","false"
"0jiVY00000002jiYAA","false","0jiVY00000002jiYAA","false","false","false","false","false","false"
"0jiVY00000002NuYAI","false","0jiVY00000002NuYAI","false","false","false","false","false","false"
"0jiVY0000000239YAA","false","0jiVY0000000239YAA","false","false","false","false","false","false"
"0jiVY00000001UAYAY","false","0jiVY00000001UAYAY","false","false","false","false","false","false"
"0jiVY00000002NzYAI","false","0jiVY00000002NzYAI","false","false","false","false","false","false"
"0jiVY00000001t1YAA","false","0jiVY00000001t1YAA","false","false","false","false","false","false"
"0jiVY00000001p5YAA","false","0jiVY00000001p5YAA","false","false","false","false","false","false"
"0jiVY00000002K9YAI","false","0jiVY00000002K9YAI","false","false","false","false","false","false"
"0jiVY00000002O5YAI","false","0jiVY00000002O5YAI","false","false","false","false","false","false"
"0jiVY000000023KYAQ","false","0jiVY000000023KYAQ","false","false","false","false","false","false"
"0jiVY00000001ULYAY","false","0jiVY00000001ULYAY","false","false","false","false","false","false"
"0jiVY00000001t2YAA","false","0jiVY00000001t2YAA","false","false","false","false","false","false"
"0jiVY00000001p6YAA","false","0jiVY00000001p6YAA","false","false","false","false","false","false"
"0jiVY00000002KAYAY","false","0jiVY00000002KAYAY","false","false","false","false","false","false"
"0jiVY00000002k6YAA","false","0jiVY00000002k6YAA","false","false","false","false","false","false"
"0jiVY00000002O6YAI","false","0jiVY00000002O6YAI","false","false","false","false","false","false"
"0jiVY000000023LYAQ","false","0jiVY000000023LYAQ","false","false","false","false","false","false"
"0jiVY00000001UMYAY","false","0jiVY00000001UMYAY","false","false","false","false","false","false"
"0jiVY000000039BYAQ","false","0jiVY000000039BYAQ","false","false","false","false","false","false"
