Id,Name,NPSP_ID__c,IsActive,Available_for_Housing__c,Available_for_Program_Engagement__c,Available_for_Case_Management__c,Available_for_Clinical__c,Available_for_Peer__c
0jiVY000000022nYAA,"Referral-Public benefits agency (SNAP, SSI, DIS) - Shelter",a0e61000001GLqqAAG-Shelter,true,false,false,false,false,false
0jiVY00000001NPYAY,"Referral-Public benefits agency (SNAP, SSI, DIS) - TLP",a0e61000001GLqqAAG-TLP,true,false,false,false,false,false
0jiVY00000001sVYAQ,Referral-Sexual health services or testing provider - 1440,a0e6100000AZG9eAAH-1440,true,false,false,false,false,false
0jiVY00000001oZYAQ,Referral-Sexual health services or testing provider - Chase,a0e6100000AZG9eAAH-Chase,true,false,false,false,false,false
0jiVY00000002JdYAI,Referral-Sexual health services or testing provider - Drop-In,a0e6100000AZG9eAAH-Drop-In,true,false,false,false,false,false
0jiVY00000002NZYAY,Referral-Sexual health services or testing provider - Outreach,a0e6100000AZG9eAAH-Outreach,true,false,false,false,false,false
0jiVY000000022oYAA,Referral-Sexual health services or testing provider - Shelter,a0e6100000AZG9eAAH-Shelter,true,false,false,false,false,false
0jiVY00000001NQYAY,Referral-Sexual health services or testing provider - TLP,a0e6100000AZG9eAAH-TLP,true,false,false,false,false,false
0jiVY00000001sWYAQ,Referral-Source drop-in - 1440,a0e6100000296CyAAI-1440,true,false,false,false,false,false
0jiVY00000001oaYAA,Referral-Source drop-in - Chase,a0e6100000296CyAAI-Chase,true,false,false,false,false,false
0jiVY00000002JeYAI,Referral-Source drop-in - Drop-In,a0e6100000296CyAAI-Drop-In,true,false,false,false,false,false
0jiVY00000002NaYAI,Referral-Source drop-in - Outreach,a0e6100000296CyAAI-Outreach,true,false,false,false,false,false
0jiVY000000022pYAA,Referral-Source drop-in - Shelter,a0e6100000296CyAAI-Shelter,true,false,false,false,false,false
0jiVY00000001NRYAY,Referral-Source drop-in - TLP,a0e6100000296CyAAI-TLP,true,false,false,false,false,false
0jiVY00000001sYYAQ,Referral-Workforce or employment agency - 1440,a0e61000002Qt3JAAS-1440,true,false,false,false,false,false
0jiVY00000001ocYAA,Referral-Workforce or employment agency - Chase,a0e61000002Qt3JAAS-Chase,true,false,false,false,false,false
0jiVY00000002JgYAI,Referral-Workforce or employment agency - Drop-In,a0e61000002Qt3JAAS-Drop-In,true,false,false,false,false,false
0jiVY00000002NcYAI,Referral-Workforce or employment agency - Outreach,a0e61000002Qt3JAAS-Outreach,true,false,false,false,false,false
0jiVY000000022rYAA,Referral-Workforce or employment agency - Shelter,a0e61000002Qt3JAAS-Shelter,true,false,false,false,false,false
0jiVY00000001NTYAY,Referral-Workforce or employment agency - TLP,a0e61000002Qt3JAAS-TLP,true,false,false,false,false,false
0jiVY00000001sZYAQ,Room/apartment search - 1440,a0e8X00000mHiLcQAK-1440,true,false,false,false,false,false
0jiVY00000001odYAA,Room/apartment search - Chase,a0e8X00000mHiLcQAK-Chase,true,false,false,false,false,false
0jiVY00000002JhYAI,Room/apartment search - Drop-In,a0e8X00000mHiLcQAK-Drop-In,true,false,false,false,false,false
0jiVY00000002NdYAI,Room/apartment search - Outreach,a0e8X00000mHiLcQAK-Outreach,true,false,false,false,false,false
0jiVY000000022sYAA,Room/apartment search - Shelter,a0e8X00000mHiLcQAK-Shelter,true,false,false,false,false,false
0jiVY00000001TtYAI,Room/apartment search - TLP,a0e8X00000mHiLcQAK-TLP,true,false,false,false,false,false
0jiVY00000002NfYAI,Safety Planning - Outreach,a0e8X00000ixi4yQAA-Outreach,true,false,false,false,false,false
0jiVY00000001scYAA,Self-care general support - 1440,a0e8X00000mHh4QQAS-1440,true,false,false,false,false,false
0jiVY00000001ogYAA,Self-care general support - Chase,a0e8X00000mHh4QQAS-Chase,true,false,false,false,false,false
0jiVY00000002JkYAI,Self-care general support - Drop-In,a0e8X00000mHh4QQAS-Drop-In,true,false,false,false,false,false
0jiVY00000002k5YAA,Self-care general support - Nest 56,a0e8X00000mHh4QQAS-Nest 56,true,false,false,false,false,false
0jiVY00000002NgYAI,Self-care general support - Outreach,a0e8X00000mHh4QQAS-Outreach,true,false,false,false,false,false
0jiVY000000022vYAA,Self-care general support - Shelter,a0e8X00000mHh4QQAS-Shelter,true,false,false,false,false,false
0jiVY00000001TwYAI,Self-care general support - TLP,a0e8X00000mHh4QQAS-TLP,true,false,false,false,false,false
0jiVY00000001seYAA,Sexual health supply provided - 1440,a0e4M00000IYG8vQAH-1440,true,false,false,false,false,false
0jiVY00000001oiYAA,Sexual health supply provided - Chase,a0e4M00000IYG8vQAH-Chase,true,false,false,false,false,false
0jiVY00000002JmYAI,Sexual health supply provided - Drop-In,a0e4M00000IYG8vQAH-Drop-In,true,false,false,false,false,false
0jiVY00000002NiYAI,Sexual health supply provided - Outreach,a0e4M00000IYG8vQAH-Outreach,true,false,false,false,false,false
0jiVY000000022xYAA,Sexual health supply provided - Shelter,a0e4M00000IYG8vQAH-Shelter,true,false,false,false,false,false
0jiVY00000001TyYAI,Sexual health supply provided - TLP,a0e4M00000IYG8vQAH-TLP,true,false,false,false,false,false
0jiVY00000001sfYAA,Sexual health testing-Onsite - 1440,a0e6100000Bsl42AAB-1440,true,false,false,false,false,false
0jiVY00000001ojYAA,Sexual health testing-Onsite - Chase,a0e6100000Bsl42AAB-Chase,true,false,false,false,false,false
0jiVY00000002JnYAI,Sexual health testing-Onsite - Drop-In,a0e6100000Bsl42AAB-Drop-In,true,false,false,false,false,false
0jiVY00000002NjYAI,Sexual health testing-Onsite - Outreach,a0e6100000Bsl42AAB-Outreach,true,false,false,false,false,false
0jiVY000000022yYAA,Sexual health testing-Onsite - Shelter,a0e6100000Bsl42AAB-Shelter,true,false,false,false,false,false
0jiVY00000001TzYAI,Sexual health testing-Onsite - TLP,a0e6100000Bsl42AAB-TLP,true,false,false,false,false,false
0jiVY000000022zYAA,Shelter Referral - Shelter,a0e6100000296D8AAI-Shelter,true,false,false,false,false,false
0jiVY00000003IrYAI,Shelter referral-Outreach,,true,false,false,false,false,false
0jiVY00000001onYAA,Sponsor time - Chase,a0e61000002w05yAAA-Chase,true,false,false,false,false,false
0jiVY00000002JrYAI,Sponsor time - Drop-In,a0e61000002w05yAAA-Drop-In,true,false,false,false,false,false
0jiVY00000002NnYAI,Sponsor time - Outreach,a0e61000002w05yAAA-Outreach,true,false,false,false,false,false
0jiVY0000000232YAA,Sponsor time - Shelter,a0e61000002w05yAAA-Shelter,true,false,false,false,false,false
0jiVY00000001U3YAI,Sponsor time - TLP,a0e61000002w05yAAA-TLP,true,false,false,false,false,false
0jiVY00000001skYAA,Stably Housed-Outcome - 1440,a0e61000006JOUMAA4-1440,true,false,false,false,false,false
0jiVY00000002JsYAI,Stably Housed-Outcome - Drop-In,a0e61000006JOUMAA4-Drop-In,true,false,false,false,false,false
0jiVY00000002NoYAI,Stably Housed-Outcome - Outreach,a0e61000006JOUMAA4-Outreach,true,false,false,false,false,false
0jiVY0000000233YAA,Stably Housed-Outcome - Shelter,a0e61000006JOUMAA4-Shelter,true,false,false,false,false,false
0jiVY00000001U4YAI,Stably Housed-Outcome - TLP,a0e61000006JOUMAA4-TLP,true,false,false,false,false,false
0jiVY00000001osYAA,Substance use monitoring (urinalysis/blood test) - Chase,a0e8X00000mHiLIQA0-Chase,true,false,false,false,false,false
0jiVY00000002JwYAI,Substance use monitoring (urinalysis/blood test) - Drop-In,a0e8X00000mHiLIQA0-Drop-In,true,false,false,false,false,false
0jiVY00000002NsYAI,Substance use monitoring (urinalysis/blood test) - Outreach,a0e8X00000mHiLIQA0-Outreach,true,false,false,false,false,false
0jiVY0000000237YAA,Substance use monitoring (urinalysis/blood test) - Shelter,a0e8X00000mHiLIQA0-Shelter,true,false,false,false,false,false
0jiVY00000001U8YAI,Substance use monitoring (urinalysis/blood test) - TLP,a0e8X00000mHiLIQA0-TLP,true,false,false,false,false,false
0jiVY00000001sqYAA,Substance use support (not clinical counseling) - 1440,a0e61000003hBtVAAU-1440,true,false,false,false,false,false
0jiVY00000001ouYAA,Substance use support (not clinical counseling) - Chase,a0e61000003hBtVAAU-Chase,true,false,false,false,false,false
0jiVY00000002JyYAI,Substance use support (not clinical counseling) - Drop-In,a0e61000003hBtVAAU-Drop-In,true,false,false,false,false,false
0jiVY00000002jiYAA,Substance use support (not clinical counseling) - Nest 56,a0e61000003hBtVAAU-Nest 56,true,false,false,false,false,false
0jiVY00000002NuYAI,Substance use support (not clinical counseling) - Outreach,a0e61000003hBtVAAU-Outreach,true,false,false,false,false,false
0jiVY0000000239YAA,Substance use support (not clinical counseling) - Shelter,a0e61000003hBtVAAU-Shelter,true,false,false,false,false,false
0jiVY00000001UAYAY,Substance use support (not clinical counseling) - TLP,a0e61000003hBtVAAU-TLP,true,false,false,false,false,false
0jiVY00000002NzYAI,TAY-VISPIDAT completed - Outreach,a0e4M00000C4t3NQAR-Outreach,true,false,false,false,false,false
0jiVY00000001t1YAA,Transportation-Bus pass or ride provided - 1440,a0e61000001GLqHAAW-1440,true,false,false,false,false,false
0jiVY00000001p5YAA,Transportation-Bus pass or ride provided - Chase,a0e61000001GLqHAAW-Chase,true,false,false,false,false,false
0jiVY00000002K9YAI,Transportation-Bus pass or ride provided - Drop-In,a0e61000001GLqHAAW-Drop-In,true,false,false,false,false,false
0jiVY00000002O5YAI,Transportation-Bus pass or ride provided - Outreach,a0e61000001GLqHAAW-Outreach,true,false,false,false,false,false
0jiVY000000023KYAQ,Transportation-Bus pass or ride provided - Shelter,a0e61000001GLqHAAW-Shelter,true,false,false,false,false,false
0jiVY00000001ULYAY,Transportation-Bus pass or ride provided - TLP,a0e61000001GLqHAAW-TLP,true,false,false,false,false,false
0jiVY00000001t2YAA,Transportation-Training or information provided - 1440,a0e8X00000mHh4VQAS-1440,true,false,false,false,false,false
0jiVY00000001p6YAA,Transportation-Training or information provided - Chase,a0e8X00000mHh4VQAS-Chase,true,false,false,false,false,false
0jiVY00000002KAYAY,Transportation-Training or information provided - Drop-In,a0e8X00000mHh4VQAS-Drop-In,true,false,false,false,false,false
0jiVY00000002k6YAA,Transportation-Training or information provided - Nest 56,a0e8X00000mHh4VQAS-Nest 56,true,false,false,false,false,false
0jiVY00000002O6YAI,Transportation-Training or information provided - Outreach,a0e8X00000mHh4VQAS-Outreach,true,false,false,false,false,false
0jiVY000000023LYAQ,Transportation-Training or information provided - Shelter,a0e8X00000mHh4VQAS-Shelter,true,false,false,false,false,false
0jiVY00000001UMYAY,Transportation-Training or information provided - TLP,a0e8X00000mHh4VQAS-TLP,true,false,false,false,false,false
0jiVY000000039BYAQ,Vital Document Verification,,true,false,false,false,false,false
