Id,Name,ProgramId,IsActive
0jiVY000000046hYAA,HIV/HEP C Testing - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046iYAA,Clinical Referral - Outreach,11WVY000005ea9y2AA,true
0jiVY000000046jYAA,Budgeting and financial management-General support - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046kYAA,Still Employed-Outcome - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046lYAA,Health-Medical appointment-Onsite - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046mYAA,Benefits - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046nYAA,Substance Abuse: Level 3 - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046oYAA,LGBTQ+ support - Outreach,11WVY000005ea9y2AA,true
0jiVY000000046pYAA,Substance Abuse - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046qYAA,Sponsor time - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046rYAA,Psychosocial assessment completed - Outreach,11WVY000005ea9y2AA,true
0jiVY000000046sYAA,Case management activity with participant - Outreach,11WVY000005ea9y2AA,true
0jiVY000000046tYAA,Reduced Substance Use-Outcome - Outreach,11WVY000005ea9y2AA,true
0jiVY000000046uYAA,TAY-VISPIDAT completed - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046vYAA,Employment-Job readiness training - Outreach,11WVY000005ea9y2AA,true
0jiVY000000046wYAA,Clinical counseling-Group therapy - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046xYAA,Housing Referral - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046yYAA,BCAP Referral - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046zYAA,Educated on Ordinance - Outreach,11WVY000005ea9y2AA,true
0jiVY0000000470YAA,Stably Housed-Outcome - Drop-In,11WVY000005ea9y2AA,true
0jiVY0000000471YAA,Harm Reduction Kit - Outreach,11WVY000005ea9y2AA,true
0jiVY0000000472YAA,Creative Expression Activity - Drop-In,11WVY000005ea9y2AA,true
0jiVY0000000473YAA,HOPE Referral - Outreach,11WVY000005ea9y2AA,true
